50000 6.744787
100000 27.942738
150000 62.318745
200000 111.106598
250000 170.652100
300000 251.474976
350000 326.358795
400000 438.420746
450000 539.037598
500000 667.818481
550000 828.276651
600000 962.086990
650000 1122.991615
700000 1374.596740
750000 1528.189067
800000 1738.275627
850000 2120.784541
900000 2246.178707
950000 2487.047830
1000000 2779.130929
